latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-6.93311,-52.43177,307.44,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,284.67,1.2,N
-6.86738,-52.83861,333.19,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.77,3.45,N
-6.93086,-52.42314,304.17,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.01,1.46,N
-6.92956,-52.43119,302.07,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,284.42,0.94,N
-6.92826,-52.43922,319.82,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,281.22,1.14,N
-6.92761,-52.44324,302.76,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,278.67,1.14,N
-6.9273,-52.42255,303.85,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.31,1.46,N
-6.926,-52.4306,303.2,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.21,0.94,N
-6.92535,-52.43462,305.82,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.41,0.94,N
-6.9247,-52.43864,298.95,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,278.24,1.14,N
-6.92405,-52.44267,307.8,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,278.55,1.14,N
-6.9244,-52.41794,306.4,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.56,1.46,N
-6.92375,-52.42196,316.12,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,287.5,1.32,N
-6.9231,-52.42598,305,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.81,1.32,N
-6.92245,-52.43001,305.27,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,284.47,0.95,N
-6.9202,-52.42136,307.15,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,286.39,1.32,N
-6.91824,-52.43344,297.82,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,278.5,0.95,N
-6.85285,-52.83632,311.39,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.05,1.13,N
-6.84991,-52.83149,307.98,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.42,0.81,N
-6.84922,-52.83572,303.55,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.73,0.81,N
-6.84627,-52.83092,303.62,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.85,0.81,N
-6.89915,-52.43848,302.65,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,280.55,1.64,N
-6.89849,-52.44254,302.36,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,279.83,0.83,N
-6.83125,-52.85441,301.55,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.12,1.01,N
-6.82761,-52.85383,304.81,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.63,1.01,N
-6.92334,-52.20089,306.12,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.87,3.83,N
-6.92271,-52.20481,316.36,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.49,3.83,N
-6.91982,-52.20035,319.5,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.78,3.83,N
-6.91917,-52.20432,346.12,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.65,3.83,N
-6.88334,-52.42349,323.1,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.4,2.49,N
-6.88175,-52.41088,299.63,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.63,0.89,N
-6.8811,-52.41489,301.66,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.31,1.53,N
-6.91627,-52.19996,346.78,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.78,10.48,N
-6.91562,-52.20391,343.6,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.85,10.48,N
-6.80931,-52.62106,304.79,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.14,1.48,N
-6.79519,-52.63997,314.16,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.79,1.77,N
-6.79453,-52.6441,313.81,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.47,1.43,N
-6.7491,-52.92542,313.17,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.86,1.31,N
-6.7916,-52.63933,317.87,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.04,1.77,N
-6.79093,-52.64349,308.08,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.74,1.43,N
-6.62369,-53.34399,303.71,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,289.88,0.84,N
-6.61995,-53.3434,303.97,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.44,0.77,N
-6.6192,-53.34788,306.78,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.5,1.65,N
-6.72723,-52.67132,309.53,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.96,0.88,N
-6.72362,-52.67075,302.72,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.5,0.56,N
-6.76222,-52.21629,306.48,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.15,0.96,N
-6.75868,-52.21576,307.41,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.31,0.96,N
-7.09673,-52.80468,300.82,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,287.83,1.22,N
-7.09381,-52.79978,310.87,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,288.62,1.57,N
-7.12122,-52.58475,308.45,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.3,1.18,N
-7.12056,-52.58886,304.03,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.21,1.18,N
-7.11302,-52.61274,298.85,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.34,0.82,N
-7.10878,-52.61623,304.81,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.15,1.33,N
-7.07328,-52.83479,307.84,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.47,2.04,N
-7.06986,-52.85581,308.51,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.76,1.7,N
-7.06848,-52.86436,308.54,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.24,0.92,N
-7.07308,-52.81315,313.96,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.83,2.63,N
-7.07036,-52.8299,317.1,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.45,2.04,N
-7.06898,-52.83835,308.66,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.06,2.27,N
-7.06623,-52.85527,316.86,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.9,1.7,N
-7.08426,-52.72175,299.58,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.51,0.66,N
-7.06948,-52.81249,329.14,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293,3.94,N
-7.06673,-52.82935,320.87,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.77,3.76,N
-7.06604,-52.83358,338.68,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,296.2,3.76,N
-7.06535,-52.83783,332.33,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.32,4.18,N
-7.08065,-52.72117,304.18,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.03,0.66,N
-7.0552,-52.83167,307.21,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.55,1.18,N
-7.05159,-52.83102,312.39,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.22,2.48,N
-7.0509,-52.83522,322.79,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.5,4.51,N
-7.04953,-52.84359,327.89,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,296.52,5.38,N
-7.10506,-52.43672,319.19,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,286.81,2.01,N
-7.10439,-52.44081,302.01,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.01,0.98,N
-7.1015,-52.43618,302.6,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,285.47,0.33,N
-7.08438,-52.5407,301.4,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.28,0.56,N
-7.04324,-52.79136,304.73,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,289.92,1.33,N
-7.0808,-52.54023,302.69,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.07,0.56,N
-7.05797,-52.67924,313.88,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,289.91,2.43,N
-7.05729,-52.68339,314.06,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,289.63,2.06,N
-7.01567,-52.86832,316.76,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.49,1.9,N
-7.04923,-52.66512,320.02,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.12,2.34,N
-7.07845,-52.46549,298.44,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,281.16,0.74,N
-7.01343,-52.85933,307.65,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.11,1.74,N
-7.01203,-52.86777,306.82,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.47,1.9,N
-7.07425,-52.46877,302.42,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,281.69,0.89,N
-7.06939,-52.47614,305.7,0.44,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,283.83,2.51,N
-6.6844,-52.6777,304.67,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.43,1.25,N
-6.74082,-52.28172,305.43,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.11,1.4,N
-6.70136,-52.39073,333.69,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.04,3.95,N
-6.60351,-52.9462,304.51,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.96,0.78,N
-6.59985,-52.94559,305.22,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.06,1.26,N
-6.64371,-52.45239,304.85,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.41,1.1,N
-6.64081,-52.44774,305.43,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.93,0.99,N
-6.64015,-52.45174,306.87,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.48,1.1,N
-6.701,-52.03767,306.56,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.45,1.17,N
-6.70039,-52.04139,305.24,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.97,1.17,N
-6.61901,-52.46871,328.65,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,296.04,2.1,N
-6.61541,-52.4683,305.27,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.04,2.1,N
-6.62082,-52.47027,306.22,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.83,2.44,N
-6.61722,-52.46985,326.98,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.37,2.44,N
-6.60166,-52.47535,315.41,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.69,2.67,N
-6.601,-52.47943,307.16,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.22,2.08,N
-6.59741,-52.47894,309.24,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.49,1.92,N
-6.47714,-53.222,311.11,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.64,2.03,N
-6.66567,-52.03278,313.21,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,296.19,2.48,N
-6.47414,-53.21693,306.59,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.82,2.03,N
-6.47341,-53.22144,320.95,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.88,2.03,N
-6.39526,-53.16277,307.21,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.54,3.65,N
-6.39599,-53.15839,334.84,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.9,3.65,N
-6.39409,-53.15995,338.63,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,297,5.17,N
-6.33249,-53.49326,308.05,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.14,1.62,N
-6.32563,-53.46373,303.6,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.43,0.9,N
-6.32488,-53.46832,303.34,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.78,0.9,N
-6.32185,-53.46309,309.64,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.8,1.26,N
-6.3211,-53.46769,309.15,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.75,1.26,N
-6.32035,-53.47229,305.12,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.52,1.53,N
-6.36456,-53.20081,329.76,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.62,3.4,N
-6.46148,-52.58073,305.45,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.99,0.79,N
-6.31956,-53.4533,302.74,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.26,1.77,N
-6.31732,-53.46706,303.54,0.51,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.85,1.26,N
-6.36084,-53.20018,322.48,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.4,3.4,N
-6.52394,-52.17202,306.65,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.18,1.89,N
-6.45788,-52.58014,303.4,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.69,0.82,N
-6.45721,-52.58426,306.32,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.02,1.53,N
-6.45361,-52.58366,314.97,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.28,1.53,N
-6.27546,-53.67494,325.36,0.52,0.42,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.08,3.3,N
-6.46868,-52.46811,301.36,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.93,0.67,N
-6.46802,-52.47221,306.54,0.45,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.11,0.67,N
-6.45002,-52.58301,312.7,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.96,1.29,N
-6.44935,-52.58711,317.19,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.69,1.29,N
-6.44642,-52.58236,302.51,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.86,1.29,N
-6.43994,-52.57679,304.04,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.31,1.06,N
-6.43927,-52.58084,313.63,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.56,2.59,N
-6.3902,-52.74431,302.32,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.44,0.66,N
-6.38657,-52.74371,310.97,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.33,1.06,N
-6.38294,-52.7431,305,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.87,1.06,N
-6.30644,-53.18219,302.59,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.77,1.5,N
-6.30497,-53.19104,304.53,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.22,1.26,N
-6.30124,-53.19046,308.28,0.49,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.6,1.26,N
-6.38297,-52.65284,307.7,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,288.45,1.09,N
-6.36084,-52.60391,305.71,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.52,1.66,N
-6.24753,-53.28042,304.89,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.28,0.77,N
-6.24378,-53.27978,305.75,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.64,0.95,N
-6.31653,-52.78566,303.07,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.86,2.09,N
-6.32903,-52.66286,316.76,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.86,1.82,N
-6.30956,-52.66822,310.42,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.12,1.28,N
-6.84384,-52.18078,313.38,0.43,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.72,2.15,N
-6.82043,-52.25821,304.01,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.51,2.09,N
-6.81978,-52.26223,322.16,0.44,0.38,2022-09-02,0440,N,VIIRS,n,2.0NRT,293.26,2.09,N
-6.08005,-53.96333,314.19,0.55,0.42,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.38,1.55,N
-6.19584,-53.22084,306.7,0.49,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.91,1.37,N
-6.18988,-53.2567,313.02,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.86,1.15,N
-6.18915,-53.26114,303.87,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.16,1.15,N
-6.2904,-52.62653,307.75,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.41,1.1,N
-6.28971,-52.6307,305.25,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.81,1.1,N
-6.28748,-52.62175,303.88,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.28,0.73,N
-6.28679,-52.62592,304.07,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.36,1.1,N
-6.2861,-52.63009,318.19,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.92,1.1,N
-6.28249,-52.62948,305.03,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.35,1.41,N
-6.27663,-52.61997,313.63,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.52,1.06,N
-6.15319,-53.31496,329.59,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.24,10.32,N
-6.15244,-53.31943,338.63,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.45,10.32,N
-6.1487,-53.31873,351.99,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,300.85,10.32,N
-6.15262,-53.31627,342.87,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,295.75,9.31,N
-6.15189,-53.32076,332,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.88,9.31,N
-6.14887,-53.31556,325.61,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.73,9.31,N
-6.14815,-53.32003,344.34,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,298.77,9.31,N
-6.14487,-53.26891,307.34,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.73,1.8,N
-6.14049,-53.29588,313.8,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.47,1.95,N
-6.14039,-53.27275,303.67,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.69,1.8,N
-6.14112,-53.26826,329.01,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.19,1.8,N
-6.13737,-53.26764,306.68,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.19,1.19,N
-6.13665,-53.27209,308.73,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.9,1.19,N
-6.13591,-53.27661,301.53,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.72,0.52,N
-6.23789,-52.5336,312.26,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.3,1.12,N
-6.23722,-52.53772,299.36,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.61,1.12,N
-6.23428,-52.53301,303.12,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.29,0.36,N
-6.23361,-52.53713,296.4,0.46,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,282.48,0.36,N
-6.11331,-53.27352,311.56,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.51,1.87,N
-6.20018,-52.71946,309.78,0.47,0.39,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.26,2.52,N
-6.10956,-53.27291,313.9,0.5,0.41,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.86,1.87,N
-6.16,-52.91911,300.81,0.48,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,290.46,1.03,N
-6.16256,-52.85758,314,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.53,2.25,N
-6.15733,-52.73011,308.23,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.33,1.95,N
-5.999,-53.63362,303.65,0.52,0.42,2022-09-02,0440,N,VIIRS,n,2.0NRT,291.73,5.53,N
-5.99819,-53.63841,315.22,0.52,0.42,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.23,5.53,N
-5.99738,-53.6432,309.71,0.52,0.42,2022-09-02,0440,N,VIIRS,n,2.0NRT,292.69,2.78,N
-6.14433,-52.74086,308.81,0.47,0.4,2022-09-02,0440,N,VIIRS,n,2.0NRT,294.82,2.91,N
-6.47666,-53.54293,341.48,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,310.5,5.44,D
-6.3429,-52.70318,335.12,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,300.67,3.06,D
-6.3132,-52.49297,334.72,0.55,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,309.16,5.05,D
-6.31241,-52.48801,339.28,0.55,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,313.3,5.05,D
-6.31871,-52.50228,343.3,0.54,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,312.18,5.1,D
-6.33826,-52.59964,339.08,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,311.24,11.95,D
-6.32262,-52.50166,338.74,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,313.64,5.1,D
-6.31945,-52.48182,345.72,0.55,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,314.09,8.4,D
-6.35606,-52.68636,339.2,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,301.91,15.75,D
-6.32337,-52.48122,343.27,0.55,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,312.26,6.89,D
-6.35991,-52.68567,348.16,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,308.27,15.75,D
-6.51255,-53.60373,346.31,0.47,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,309.78,23.96,D
-6.51186,-53.59937,341.95,0.47,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,307.05,16.25,D
-6.3775,-52.74669,350.38,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,307.45,123.33,D
-6.37826,-52.75145,367,0.53,0.42,2022-09-02,1715,N,VIIRS,h,2.0NRT,326.1,123.33,D
-6.47365,-53.01577,334.33,0.51,0.41,2022-09-02,1715,N,VIIRS,n,2.0NRT,304.11,9.95,D
-6.41747,-52.66819,349.52,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,309.04,18.04,D
-6.42133,-52.66757,346.17,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,307.53,5.12,D
-6.42056,-52.66278,339.21,0.53,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,311.04,5.12,D
-6.40962,-52.59521,337.64,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,312.07,14.54,D
-6.37278,-52.36817,337.74,0.55,0.43,2022-09-02,1715,N,VIIRS,l,2.0NRT,308.13,11,D
-6.54367,-53.40421,333,0.48,0.4,2022-09-02,1715,N,VIIRS,l,2.0NRT,305.86,2.87,D
-6.43295,-52.71497,349.83,0.53,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,308.91,10.41,D
-6.40481,-52.54086,339.98,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,313.26,8.92,D
-6.37511,-52.35765,338.3,0.55,0.43,2022-09-02,1715,N,VIIRS,n,2.0NRT,307.85,13.38,D
-6.58377,-53.63204,338.16,0.47,0.4,2022-09-02,1715,N,VIIRS,l,2.0NRT,310.17,23.73,D
-6.53899,-53.35112,337.79,0.49,0.4,2022-09-02,1715,N,VIIRS,l,2.0NRT,308.25,6.18,D
-6.41739,-52.59401,351.77,0.54,0.42,2022-09-02,1715,N,VIIRS,n,2.0NRT,311.82,13.72,D
-6.58742,-53.63146,350.07,0.47,0.4,2022-09-02,1715,N,VIIRS,l,2.0NRT,326.2,23.73,D
-6.58675,-53.62723,346.1,0.47,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,312.71,23.73,D
-6.58608,-53.62299,351.43,0.47,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,312.18,12.92,D
-6.54688,-53.37678,345.26,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,309.11,9.54,D
-6.5455,-53.36811,339.44,0.48,0.4,2022-09-02,1715,N,VIIRS,l,2.0NRT,310.42,6.01,D
-6.30716,-53.44408,356.31,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,307.85,16.48,D
-6.30645,-53.43971,346.85,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,302.59,16.48,D
-6.31156,-53.44785,332.91,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,289.57,7.42,D
-6.31085,-53.44349,335.72,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,291.09,16.48,D
-6.31526,-53.44726,335.34,0.48,0.4,2022-09-02,1715,N,VIIRS,n,2.0NRT,277.74,4.39,D
-6.28469,-53.25737,336.21,0.49,0.41,2022-09-02,1715,N,VIIRS,n,2.0NRT,302.28,7.32,D
-6.18583,-52.64701,335,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,306.02,6.06,D
-6.18505,-52.64219,333.47,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,305.43,6.24,D
-6.18426,-52.63736,331.62,0.54,0.42,2022-09-02,1715,N,VIIRS,l,2.0NRT,304.6,6.24,D
